Ticker,Name,Sector,Industry,Price,P_Target,Prob_Up %,Analyst_recomm,Buy_percent,Sell_percent,Analysts_number
TCPC,BlackRock TCP Capital Corp.,Financial Services,Asset Management,10.56,12.29,16.38,buy,100.0,0.0,8
SWIM,"Latham Group, Inc.",Industrials,Building Products & Equipment,3.21,4.36,35.83,buy,55.56,11.11,9
UUUU,Energy Fuels Inc,Energy,Uranium,6.03,9.42,56.22,buy,100.0,0.0,1
IMAX,Imax Corporation,Communication Services,Entertainment,17.26,24.22,40.32,buy,78.57,7.14,14
AGO.WA,AGORA,Communication Services,Publishing,7.96,9.73,22.24,strong_buy,50.0,0.0,4
HROW,"Harrow Health, Inc.",Healthcare,Drug Manufacturers—Specialty & Generic,18.52,37.13,100.49,buy,100.0,0.0,3
FPI,Farmland Partners Inc.,Real Estate,REIT—Specialty,11.8,12.8,8.47,buy,40.0,0.0,5
PARA,Paramount Global,Communication Services,Entertainment,15.36,18.88,22.92,hold,20.69,51.72,29
AWC.AX,ALUMINA FPO,Basic Materials,Aluminum,1.33,1.54,15.79,underperform,36.36,27.27,11
ZEAL.CO,Zealand Pharma A/S,Healthcare,Biotechnology,270.2,292.29,8.18,buy,77.78,11.11,9
3697.T,SHIFT INC,Technology,Software—Application,26060.0,31628.6,21.37,buy,0.0,0.0,1
NBTX,Nanobiotix S.A.,Healthcare,Biotechnology,5.49,8.8,60.29,strong_buy,100.0,0.0,3
GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,23.93,25.5,6.56,buy,33.33,0.0,9
CRNX,"Crinetics Pharmaceuticals, Inc.",Healthcare,Biotechnology,18.51,46.89,153.32,buy,66.67,0.0,3
LDI,"loanDepot, Inc.",Financial Services,Mortgage Finance,1.94,1.96,1.03,hold,9.09,9.09,11
AUMN,Golden Minerals Company,Basic Materials,Other Precious Metals & Mining,1.86,15.25,719.89,buy,100.0,0.0,1
PSNY,Polestar Automotive Holding UK ,Consumer Cyclical,Auto Manufacturers,3.53,5.5,55.81,hold,50.0,16.67,6
WCN.TO,WASTE CONNECTIONS INC,Industrials,Waste Management,179.63,211.39,17.68,buy,100.0,0.0,2
TD,Toronto Dominion Bank (The),Financial Services,Banks—Diversified,59.13,72.28,22.24,buy,25.0,0.0,4
INBS,Intelligent Bio Solutions Inc.,Healthcare,Diagnostics & Research,2.77,13.05,371.12,strong_buy,100.0,0.0,1
BKNG,Booking Holdings Inc. Common St,Consumer Cyclical,Travel Services,2623.93,2874.48,9.55,buy,57.58,3.03,33
MODD,"Modular Medical, Inc.",Healthcare,Medical Devices,0.92,4.25,361.96,strong_buy,100.0,0.0,2
UNTY,"Unity Bancorp, Inc.",Financial Services,Banks—Regional,23.56,28.0,18.85,buy,100.0,0.0,1
FLRY3.SA,FLEURY      ON      NM,Healthcare,Diagnostics & Research,16.13,18.42,14.2,hold,60.0,0.0,10
LLAP,Terran Orbital Corporation,Industrials,Aerospace & Defense,1.3,6.96,435.38,buy,100.0,0.0,6
CBNK,"Capital Bancorp, Inc.",Financial Services,Banks—Regional,17.9,21.1,17.88,buy,100.0,0.0,4
SNBR,Sleep Number Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",22.41,29.33,30.88,hold,37.5,25.0,8
IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,203.04,231.66,14.1,buy,15.38,0.0,13
GCY.AX,GASCOYNE FPO,Basic Materials,Gold,0.17,0.34,100.0,none,100.0,0.0,1
DASH,"DoorDash, Inc.",Communication Services,Internet Content & Information,72.64,76.82,5.75,buy,0.0,100.0,1
ROG,Rogers Corporation,Technology,Electronic Components,157.21,210.0,33.58,buy,100.0,0.0,5
PNN.L,PENNON GROUP PLC ORD 61 1/20P,Utilities,Utilities—Regulated Water,732.5,953.1,30.12,hold,46.15,23.08,13
CADE,Cadence Bank,Financial Services,Banks—Regional,19.14,24.42,27.59,buy,55.56,0.0,9
KID.OL,KID,Consumer Cyclical,Specialty Retail,75.9,105.0,38.34,buy,75.0,0.0,4
SBAC,SBA Communications Corporation,Real Estate,REIT—Specialty,223.08,310.87,39.35,buy,70.0,0.0,20
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,45.21,70.23,55.34,buy,80.0,0.0,5
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,256.6,197.41,-23.07,hold,34.78,30.43,23
NEWR,"New Relic, Inc.",Technology,Software—Infrastructure,65.66,87.5,33.26,buy,71.43,0.0,14
CHPT,"ChargePoint Holdings, Inc.",Consumer Cyclical,Specialty Retail,7.36,15.46,110.05,buy,76.19,0.0,21
TERN,"Terns Pharmaceuticals, Inc.",Healthcare,Biotechnology,10.94,17.13,56.58,buy,71.43,0.0,7
KDNY,"Chinook Therapeutics, Inc.",Healthcare,Biotechnology,38.3,39.3,2.61,buy,100.0,0.0,12
SPNS,Sapiens International Corporati,Technology,Software—Application,26.2,26.0,-0.76,hold,80.0,20.0,5
NBY,"NovaBay Pharmaceuticals, Inc.",Healthcare,Biotechnology,0.8,8.0,900.0,strong_buy,100.0,0.0,4
AXP,American Express Company,Financial Services,Credit Services,168.07,183.5,9.18,buy,35.71,7.14,28
TRN,"Trinity Industries, Inc.",Industrials,Railroads,23.49,27.25,16.01,hold,66.67,11.11,9
RLJ,RLJ Lodging Trust,Real Estate,REIT—Hotel & Motel,9.75,14.28,46.46,buy,33.33,8.33,12
CRFB3.SA,CARREFOUR BRON      NM,Consumer Defensive,Food Distribution,11.31,16.42,45.18,buy,87.5,12.5,8
MSBI,"Midland States Bancorp, Inc.",Financial Services,Banks—Regional,20.26,22.25,9.82,hold,100.0,0.0,4
1662.T,JAPAN PETROLEUM EXPLORATION CO ,Energy,Oil & Gas E&P,4225.0,4566.0,8.07,hold,20.0,0.0,5
TOKMAN.HE,Tokmanni Group Oyj,Consumer Defensive,Discount Stores,11.69,14.4,23.18,hold,71.43,0.0,7
LHDXQ,"Lucira Health, Inc.",Healthcare,Medical Devices,0.03,0.5,1566.67,hold,0.0,0.0,1
9507.T,SHIKOKU ELECTRIC POWER CO INC,Utilities,Utilities—Renewable,994.3,967.5,-2.7,hold,50.0,0.0,6
DWS.V,DIAMOND ESTATES WINES AND SPIRI,Consumer Defensive,Beverages—Wineries & Distilleries,0.39,2.0,412.82,strong_buy,100.0,0.0,1
MRC,MRC Global Inc.,Energy,Oil & Gas Equipment & Services,10.26,14.67,42.98,buy,64.29,0.0,14
ET.TO,EVERTZ TECHNOLOGIES LIMITED,Technology,Communication Equipment,13.25,16.67,25.81,buy,100.0,0.0,4
ACST,"Acasti Pharma, Inc.",Healthcare,Biotechnology,0.56,2.0,257.14,strong_buy,100.0,0.0,1
AIRG,"Airgain, Inc.",Technology,Communication Equipment,5.27,8.75,66.03,buy,100.0,0.0,4
ATIP,"ATI Physical Therapy, Inc.",Healthcare,Medical Care Facilities,11.13,14.5,30.28,hold,0.0,0.0,4
SHAK,"Shake Shack, Inc.",Consumer Cyclical,Restaurants,73.95,69.73,-5.71,buy,36.36,18.18,11
MMP,Magellan Midstream Partners L.P,Energy,Oil & Gas Midstream,59.48,63.05,6.0,hold,43.75,12.5,16
COLL.ST,Collector Bank AB,Financial Services,Credit Services,29.75,42.5,42.86,strong_buy,25.0,25.0,4
OLMA,"Olema Pharmaceuticals, Inc.",Healthcare,Biotechnology,7.87,16.67,111.82,buy,100.0,0.0,8
FIXX,"Homology Medicines, Inc.",Healthcare,Biotechnology,0.89,7.0,686.52,buy,100.0,0.0,4
RELI,"Reliance Global Group, Inc.",Financial Services,Insurance Brokers,4.73,7.0,47.99,buy,100.0,0.0,1
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,135.6,148.15,9.26,buy,48.0,0.0,25
BLCM,"Bellicum Pharmaceuticals, Inc.",Healthcare,Biotechnology,0.35,5.0,1328.57,hold,100.0,0.0,8
VERB,"Verb Technology Company, Inc.",Technology,Software—Application,1.05,25.0,2280.95,buy,100.0,0.0,1
CALX,"Calix, Inc",Technology,Software—Application,48.58,81.71,68.2,buy,33.33,0.0,6
GTEC,Greenland Technologies Holding ,Industrials,Specialty Industrial Machinery,1.75,9.5,442.86,buy,100.0,0.0,2
3186.T,NEXTAGE CO LTD,Consumer Cyclical,Auto & Truck Dealerships,2733.0,3466.7,26.85,buy,100.0,0.0,1
6849.T,NIHON KOHDEN CORP,Healthcare,Medical Devices,3852.0,3983.3,3.41,hold,33.33,22.22,9
CI,The Cigna Group,Healthcare,Healthcare Plans,274.85,327.13,19.02,buy,76.47,0.0,17
MMB.PA,LAGARDERE SA,Consumer Cyclical,Travel Services,21.35,24.3,13.82,buy,41.18,5.88,17
FSLY,"Fastly, Inc.",Technology,Software—Application,15.48,16.45,6.27,hold,0.0,100.0,1
BC,Brunswick Corporation,Consumer Cyclical,Recreational Vehicles,80.74,103.07,27.66,buy,77.78,0.0,18
OESX,"Orion Energy Systems, Inc.",Industrials,Electrical Equipment & Parts,1.81,4.0,120.99,buy,33.33,0.0,3
JCI,Johnson Controls International ,Industrials,Building Products & Equipment,64.99,71.56,10.11,buy,47.37,0.0,19
WKL.AS,WOLTERS KLUWER,Industrials,Specialty Business Services,117.3,120.6,2.81,buy,50.0,15.0,20
ACMR,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,11.77,17.44,48.17,hold,100.0,0.0,2
FET,"Forum Energy Technologies, Inc.",Energy,Oil & Gas Equipment & Services,22.59,30.0,32.8,hold,30.0,0.0,20
VTLE,"Vital Energy, Inc.",Energy,Oil & Gas E&P,41.9,72.88,73.94,buy,55.56,22.22,9
LNKB,"LINKBANCORP, Inc.",Financial Services,Banks—Regional,6.0,7.83,30.5,hold,33.33,0.0,3
HMS.ST,HMS Networks AB,Technology,Communication Equipment,502.0,473.0,-5.78,buy,0.0,0.0,1
LAZR,"Luminar Technologies, Inc.",Consumer Cyclical,Auto Parts,6.27,11.59,84.85,buy,66.67,8.33,12
ISUN,"iSun, Inc.",Technology,Solar,0.48,2.25,368.75,buy,100.0,0.0,2
AMTX,"Aemetis, Inc",Energy,Oil & Gas Refining & Marketing,5.61,9.83,75.22,hold,0.0,0.0,1
CDXC,ChromaDex Corporation,Healthcare,Biotechnology,1.64,5.17,215.24,buy,100.0,0.0,2
AXSM,"Axsome Therapeutics, Inc.",Healthcare,Biotechnology,88.11,112.17,27.31,buy,100.0,0.0,2
TSP,TuSimple Holdings Inc.,Industrials,Trucking,2.01,3.65,81.59,hold,0.0,100.0,1
TCBP,TC BioPharm (Holdings) plc,Healthcare,Biotechnology,0.61,7.0,1047.54,buy,100.0,0.0,1
3281.T,GLP J-REIT,Real Estate,REIT—Industrial,144800.0,174186.0,20.29,buy,70.0,0.0,10
TFIN,"Triumph Financial, Inc.",Financial Services,Banks—Regional,59.23,53.0,-10.52,hold,14.29,14.29,7
CLPHY,CLP HOLDINGS LTD ADR EACH REP 1,Utilities,Utilities—Regulated Electric,7.92,8.81,11.24,buy,100.0,0.0,1
MODN,"Model N, Inc.",Technology,Software—Application,34.23,43.38,26.73,buy,66.67,0.0,6
AFMD,Affimed N.V.,Healthcare,Biotechnology,0.65,6.32,872.31,buy,71.43,0.0,7
GOLL4.SA,GOL         PN      N2,Industrials,Airlines,12.12,12.45,2.72,hold,30.0,10.0,10
7599.T,IDOM INC,Consumer Cyclical,Auto & Truck Dealerships,869.0,1300.0,49.6,buy,40.0,0.0,5
AKYA,"Akoya BioSciences, Inc.",Healthcare,Medical Instruments & Supplies,6.96,16.14,131.9,buy,100.0,0.0,8
TXN,Texas Instruments Incorporated,Technology,Semiconductors,167.68,180.82,7.84,hold,43.75,3.12,32
HLE.DE,HELLA GMBH+CO. KGAA O.N.,Consumer Cyclical,Auto Parts,71.2,65.3,-8.29,hold,56.52,4.35,23
RVPH,Reviva Pharmaceuticals Holdings,Healthcare,Biotechnology,5.83,15.4,164.15,buy,100.0,0.0,3
IMRX,Immuneering Corporation,Healthcare,Biotechnology,10.28,18.83,83.17,buy,87.5,0.0,8
SRX.AX,SIERRARUT FPO,Basic Materials,Other Industrial Metals & Mining,0.23,0.59,156.52,buy,57.14,0.0,7
GANX,"Gain Therapeutics, Inc.",Healthcare,Biotechnology,4.5,9.0,100.0,strong_buy,100.0,0.0,4
MORF,"Morphic Holding, Inc.",Healthcare,Biotechnology,59.76,73.88,23.63,strong_buy,100.0,0.0,9
OLPX,"Olaplex Holdings, Inc.",Consumer Cyclical,Specialty Retail,3.46,5.84,68.79,hold,23.08,23.08,13
VIRP.PA,VIRBAC,Healthcare,Drug Manufacturers—General,275.5,314.9,14.3,buy,20.0,0.0,5
3050.T,DCM HOLDINGS CO LTD,Consumer Cyclical,Home Improvement Retail,1214.0,1500.0,23.56,strong_buy,66.67,0.0,3
REED,"Reeds, Inc.",Consumer Defensive,Beverages—Non-Alcoholic,2.55,24.0,841.18,buy,100.0,0.0,1
RF.PA,EURAZEO SE,Financial Services,Asset Management,62.7,93.8,49.6,buy,11.11,11.11,9
IVAC,"Intevac, Inc.",Industrials,Specialty Industrial Machinery,3.6,10.0,177.78,buy,80.0,0.0,5
BBWI,"Bath & Body Works, Inc.",Consumer Cyclical,Specialty Retail,37.21,47.76,28.35,buy,57.89,0.0,19
ENTRA.OL,ENTRA,Real Estate,Real Estate Services,96.0,105.57,9.97,hold,55.56,11.11,9
WISH,ContextLogic Inc.,Consumer Cyclical,Internet Retail,7.13,8.56,20.06,hold,0.0,100.0,1
VNT,Vontier Corporation,Technology,Scientific & Technical Instruments,30.62,29.6,-3.33,hold,33.33,8.33,12
GOGO,Gogo Inc.,Communication Services,Telecom Services,16.59,19.7,18.75,buy,55.56,22.22,9
AMBU-B.CO,Ambu A/S,Healthcare,Medical Devices,108.95,116.0,6.47,hold,33.33,33.33,3
VZIO,VIZIO Holding Corp.,Technology,Consumer Electronics,6.53,13.07,100.15,buy,83.33,0.0,12
4061.T,DENKA COMPANY LIMITED,Basic Materials,Chemicals,2597.5,3485.6,34.19,hold,33.33,0.0,6
AU,AngloGold Ashanti Limited,Basic Materials,Gold,22.54,25.2,11.8,hold,75.0,0.0,4
DFFN,Diffusion Pharmaceuticals Inc.,Healthcare,Biotechnology,3.53,40.0,1033.14,buy,100.0,0.0,1
GMGI,"Golden Matrix Group, Inc.",Communication Services,Electronic Gaming & Multimedia,1.96,4.0,104.08,buy,100.0,0.0,1
POOL,Pool Corporation,Industrials,Industrial Distribution,352.34,382.5,8.56,buy,50.0,0.0,6
ASPO.HE,Aspo Plc,Industrials,Conglomerates,7.11,7.9,11.11,underperform,66.67,33.33,3
MRVI,"Maravai LifeSciences Holdings, ",Healthcare,Biotechnology,13.07,18.82,43.99,buy,75.0,0.0,12
AFCG,"AFC Gamma, Inc.",Real Estate,REIT—Specialty,12.81,17.94,40.05,buy,66.67,0.0,6
SNES,"SenesTech, Inc.",Basic Materials,Specialty Chemicals,1.18,80.0,6679.66,buy,100.0,0.0,2
ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,Biotechnology,7.11,20.38,186.64,strong_buy,100.0,0.0,5
4544.T,H.U. GROUP HLDGS INC,Healthcare,Diagnostics & Research,2743.5,3162.5,15.27,hold,25.0,0.0,4
CPRT,"Copart, Inc.",Consumer Cyclical,Auto & Truck Dealerships,89.19,90.14,1.07,buy,18.18,0.0,11
TLF,"Tandy Leather Factory, Inc.",Consumer Cyclical,Specialty Retail,4.32,7.5,73.61,buy,100.0,0.0,1
WEGE3.SA,WEG         ON      NM,Industrials,Specialty Industrial Machinery,36.6,45.2,23.5,buy,7.14,28.57,14
5310.T,TOYO TANSO CO LTD,Industrials,Electrical Equipment & Parts,4975.0,5188.3,4.29,buy,0.0,0.0,1
KMT,Kennametal Inc.,Industrials,Tools & Accessories,27.34,27.44,0.37,hold,46.15,7.69,13
ECOR3.SA,ECORODOVIAS ON      NM,Industrials,Infrastructure Operations,6.99,7.68,9.87,hold,60.0,0.0,15
AENZ,Aenza S.A.A.,Industrials,Engineering & Construction,2.02,3.04,50.5,hold,0.0,0.0,1
HEI,Heico Corporation,Industrials,Aerospace & Defense,173.74,182.27,4.91,buy,60.0,0.0,10
9412.T,SKY PERFECT JSAT HOLDINGS INC,Communication Services,Broadcasting,547.0,605.0,10.6,strong_buy,0.0,0.0,3
HYZN,Hyzon Motors Inc.,Consumer Cyclical,Auto Manufacturers,0.89,3.0,237.08,hold,0.0,25.0,4
USCB,"USCB Financial Holdings, Inc.",Financial Services,Banks—Regional,10.78,12.0,11.32,buy,66.67,0.0,3
PHR,"Phreesia, Inc.",Healthcare,Health Information Services,30.37,38.27,26.01,buy,87.5,0.0,16
6457.T,GLORY LTD,Industrials,Specialty Industrial Machinery,2803.0,3296.7,17.61,hold,83.33,0.0,6
SWP.PA,SWORD GROUP,Technology,Software—Application,41.55,54.6,31.41,buy,100.0,0.0,4
GDS,GDS Holdings Limited,Technology,Information Technology Services,11.38,21.17,86.03,buy,100.0,0.0,5
AVIR,"Atea Pharmaceuticals, Inc.",Healthcare,Biotechnology,3.96,4.0,1.01,hold,0.0,0.0,3
JYSK.CO,Jyske Bank A/S,Financial Services,Banks—Regional,508.4,616.2,21.2,buy,28.57,28.57,7
FMM-B.ST,"FM Mattsson Mora Group AB, ser.",Industrials,Building Products & Equipment,52.0,70.0,34.62,strong_buy,100.0,0.0,1
7250.T,PACIFIC INDUSTRIAL CO,Consumer Cyclical,Auto Parts,1297.0,1292.5,-0.35,hold,75.0,0.0,4
LTMAY,LATAM AIRLINES GROUP SA SPONS A,Industrials,Airlines,0.51,0.32,-37.25,hold,0.0,0.0,2
KA,"Kineta, Inc.",Healthcare,Biotechnology,2.63,10.75,308.75,buy,100.0,0.0,1
MGNS.L,MORGAN SINDALL GROUP PLC ORD 5P,Industrials,Engineering & Construction,1738.0,2426.0,39.59,strong_buy,100.0,0.0,4
EHC,Encompass Health Corporation,Healthcare,Medical Care Facilities,65.06,73.55,13.05,buy,91.67,0.0,12
SCI,Service Corporation Internation,Consumer Cyclical,Personal Services,63.57,81.67,28.47,buy,100.0,0.0,5
GTBIF,GREEN THUMB INDUSTRIES INC,Healthcare,Drug Manufacturers—Specialty & Generic,7.61,13.9,82.65,buy,94.44,0.0,18
HALL,"Hallmark Financial Services, In",Financial Services,Insurance—Property & Casualty,4.85,6.0,23.71,hold,0.0,0.0,1
BDVSY,BIDVEST GROUP LTD ADR EACH REPR,Industrials,Conglomerates,27.75,37.16,33.91,strong_buy,0.0,0.0,1
TPB,"Turning Point Brands, Inc.",Consumer Defensive,Tobacco,22.96,32.5,41.55,buy,100.0,0.0,2
NVTS,Navitas Semiconductor Corporati,Technology,Semiconductors,8.77,9.63,9.81,buy,87.5,0.0,8
KN,Knowles Corporation,Technology,Communication Equipment,17.18,20.5,19.32,buy,70.0,0.0,10
TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical Devices,25.01,50.29,101.08,buy,14.29,14.29,7
KNSA,"Kiniksa Pharmaceuticals, Ltd.",Healthcare,Biotechnology,15.46,22.25,43.92,buy,75.0,0.0,4
CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Auto & Truck Dealerships,27.62,29.11,5.39,buy,100.0,0.0,11
RGA,"Reinsurance Group of America, I",Financial Services,Insurance—Reinsurance,139.41,169.08,21.28,buy,22.22,11.11,9
ZIVO,"Zivo Bioscience, Inc.",Healthcare,Biotechnology,2.22,6.0,170.27,buy,100.0,0.0,1
URBN,"Urban Outfitters, Inc.",Consumer Cyclical,Apparel Retail,31.34,32.63,4.12,buy,33.33,12.5,24
CJREF,CORUS ENTERTAINMENT INC,Communication Services,Entertainment,0.9,1.91,112.22,hold,75.0,0.0,4
WBS,Webster Financial Corporation,Financial Services,Banks—Regional,36.51,50.64,38.7,buy,23.08,15.38,13
ACXP,"Acurx Pharmaceuticals, Inc.",Healthcare,Biotechnology,2.57,13.33,418.68,buy,100.0,0.0,3
PGR,Progressive Corporation (The),Financial Services,Insurance—Property & Casualty,132.77,147.47,11.07,hold,47.37,10.53,19
DIOD,Diodes Incorporated,Technology,Semiconductors,85.63,104.6,22.15,buy,20.0,0.0,5
ATGE,Adtalem Global Education Inc.,Consumer Defensive,Education & Training Services,34.95,45.33,29.7,buy,40.0,0.0,5
CAV1V.HE,Caverion Oyj,Industrials,Specialty Business Services,8.53,8.8,3.17,hold,42.86,42.86,7
ITRK.L,INTERTEK GROUP PLC ORD 1P,Industrials,Specialty Business Services,4269.0,4521.29,5.91,hold,15.0,15.0,20
CURO,CURO Group Holdings Corp.,Financial Services,Credit Services,1.45,2.5,72.41,buy,100.0,0.0,5
IRNT,"IronNet, Inc.",Technology,Software—Infrastructure,0.21,0.15,-28.57,sell,0.0,100.0,1
AZY.AX,ANTIPA MIN FPO,Basic Materials,Other Precious Metals & Mining,0.01,0.06,500.0,buy,100.0,0.0,1
RBA.TO,RITCHIE BROS AUCTIONEERS INC.,Industrials,Specialty Business Services,73.06,89.73,22.82,buy,0.0,33.33,3
ASCL.L,ASCENTIAL PLC ORD 1P,Communication Services,Advertising Agencies,233.0,311.67,33.76,buy,70.0,20.0,10
TPC,Tutor Perini Corporation,Industrials,Engineering & Construction,6.6,7.25,9.85,buy,77.78,0.0,9
MBI,MBIA Inc.,Financial Services,Insurance—Specialty,8.48,11.67,37.62,buy,50.0,0.0,4
MDRX,Veradigm Inc.,Healthcare,Health Information Services,11.36,18.81,65.58,buy,60.0,5.0,20
CFRX,ContraFect Corporation,Healthcare,Biotechnology,1.45,5.0,244.83,buy,100.0,0.0,2
GE,General Electric Company,Industrials,Specialty Industrial Machinery,103.78,107.42,3.51,buy,41.18,23.53,17
RAMP,"LiveRamp Holdings, Inc.",Technology,Software—Infrastructure,27.03,31.8,17.65,buy,70.0,0.0,10
HLIO,"Helios Technologies, Inc.",Industrials,Specialty Industrial Machinery,62.66,72.8,16.18,strong_buy,100.0,0.0,5
FBRT,"Franklin BSP Realty Trust, Inc.",Real Estate,REIT—Mortgage,13.54,15.0,10.78,buy,80.0,0.0,5
HEPS,D-Market Electronic Services & ,Consumer Cyclical,Internet Retail,1.69,60.58,3484.62,buy,50.0,0.0,4
SNAP,Snap Inc.,Communication Services,Internet Content & Information,10.82,9.18,-15.16,hold,16.67,27.78,36
SPWR,SunPower Corporation,Technology,Solar,10.09,15.53,53.91,hold,23.08,15.38,13
KMD.AX,KMDBRANDS FPO NZX,Consumer Cyclical,Apparel Manufacturing,0.92,1.25,35.87,hold,66.67,0.0,3
GLASF,GLASS HOUSE BRANDS INC,Healthcare,Drug Manufacturers—Specialty & Generic,3.81,5.0,31.23,strong_buy,100.0,0.0,1
6294.T,OKADA AIYON CORP,Industrials,Farm & Heavy Construction Machinery,2337.0,2200.0,-5.86,strong_buy,100.0,0.0,1
DTL.AX,DATA3 FPO,Technology,Information Technology Services,6.73,7.54,12.04,hold,50.0,0.0,2
AZPN,"Aspen Technology, Inc.",Technology,Software—Application,162.6,217.0,33.46,buy,33.33,11.11,9
UCL,uCloudlink Group Inc.,Communication Services,Telecom Services,3.16,9.0,184.81,buy,100.0,0.0,1
GT,The Goodyear Tire & Rubber Comp,Consumer Cyclical,Auto Parts,13.1,15.0,14.5,buy,63.64,0.0,11
NSPR,InspireMD Inc.,Healthcare,Medical Devices,2.14,3.88,81.31,buy,100.0,0.0,1
PRMW,Primo Water Corporation,Consumer Defensive,Beverages—Non-Alcoholic,12.57,19.88,58.15,buy,80.0,0.0,5
GETY,"Getty Images Holdings, Inc.",Communication Services,Internet Content & Information,4.87,7.16,47.02,buy,50.0,0.0,8
NYC,American Strategic Investment C,Real Estate,Real Estate Services,7.0,10.0,42.86,hold,0.0,0.0,1
ONB,Old National Bancorp,Financial Services,Banks—Regional,13.39,16.93,26.44,buy,30.0,0.0,10
EVC,Entravision Communications Corp,Communication Services,Advertising Agencies,4.11,12.33,200.0,buy,50.0,0.0,2
KELYA,"Kelly Services, Inc.",Industrials,Staffing & Employment Services,16.63,25.33,52.32,buy,0.0,0.0,1
TNC,Tennant Company,Industrials,Specialty Industrial Machinery,79.37,91.0,14.65,buy,0.0,0.0,2
HNI,HNI Corporation,Industrials,Business Equipment & Supplies,27.5,35.0,27.27,strong_buy,50.0,0.0,4
DH,Definitive Healthcare Corp.,Healthcare,Health Information Services,9.86,13.64,38.34,buy,50.0,0.0,14
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers—General,458.84,449.0,-2.14,buy,59.09,4.55,22
TLSA,Tiziana Life Sciences Ltd,Healthcare,Biotechnology,0.72,3.0,316.67,buy,100.0,0.0,1
WFRD,Weatherford International plc,Energy,Oil & Gas Equipment & Services,62.64,91.43,45.96,buy,100.0,0.0,6
HIBB,"Hibbett, Inc.",Consumer Cyclical,Apparel Retail,36.29,55.29,52.36,buy,6.67,20.0,15
GABC,"German American Bancorp, Inc.",Financial Services,Banks—Regional,27.76,32.75,17.98,hold,0.0,0.0,6
LNT,Alliant Energy Corporation,Utilities,Utilities—Regulated Electric,51.83,56.5,9.01,hold,28.57,0.0,7
BFAM,Bright Horizons Family Solution,Consumer Cyclical,Personal Services,90.04,85.56,-4.98,hold,55.56,0.0,9
FC.TO,FIRM CAPITAL MORTGAGE INV. CORP,Financial Services,Mortgage Finance,10.13,12.25,20.93,buy,50.0,0.0,2
EXPR,"Express, Inc.",Consumer Cyclical,Apparel Retail,0.59,2.0,238.98,buy,11.11,0.0,9
BRMK,Broadmark Realty Capital Inc.,Real Estate,REIT—Mortgage,4.82,5.0,3.73,hold,0.0,0.0,5
CURV,Torrid Holdings Inc.,Consumer Cyclical,Apparel Retail,2.66,3.21,20.68,buy,37.5,0.0,8
CYH,"Community Health Systems, Inc.",Healthcare,Medical Care Facilities,3.77,6.49,72.15,buy,5.56,27.78,18
TITN,Titan Machinery Inc.,Industrials,Industrial Distribution,28.94,42.0,45.13,buy,40.0,20.0,5
ADAG,Adagene Inc.,Healthcare,Biotechnology,1.35,12.53,828.15,buy,100.0,0.0,5
AMC.WA,AMICA,Consumer Cyclical,"Furnishings, Fixtures & Appliances",77.5,86.4,11.48,buy,50.0,0.0,2
ARDS,Aridis Pharmaceuticals Inc.,Healthcare,Biotechnology,0.27,10.0,3603.7,buy,100.0,0.0,3
CEQP,Crestwood Equity Partners LP,Energy,Oil & Gas Midstream,25.68,29.78,15.97,buy,33.33,11.11,9
PFM.V,PRONTOFORMS CORPORATION,Technology,Software—Application,0.5,0.89,78.0,buy,100.0,0.0,3
WGO,"Winnebago Industries, Inc.",Consumer Cyclical,Recreational Vehicles,60.84,68.0,11.77,buy,50.0,0.0,10
EIG,Employers Holdings Inc,Financial Services,Insurance—Specialty,36.71,50.5,37.56,buy,25.0,25.0,4
PRAX,"Praxis Precision Medicines, Inc",Healthcare,Biotechnology,1.14,8.1,610.53,buy,75.0,0.0,4
ALIM,"Alimera Sciences, Inc.",Healthcare,Drug Manufacturers—Specialty & Generic,2.73,7.0,156.41,buy,100.0,0.0,4
