Ticker,Name,Sector,Industry,Price,Div_Yield,PE,Ind_PE,PEG,Ind_PEG,PB,Ind_PB,EV_EBITDA,Ind_EV_EBITDA,EV_Sales,Ind_EV_Sales,Debt_EBITDA,Ind_Debt_EBITDA,Beta,Short_Perc_Float
LEVI,Levi Strauss & Co,Consumer Cyclical,Apparel Manufacturing,14.15,3.54,10.48,10.19,3.53,1.86,2.9,2.79,10.53,9.8,1.21,1.24,3.18,2.86,1.18,10.11
EVC,Entravision Communications Corp,Communication Services,Advertising Agencies,4.61,4.26,8.38,8.06,-0.74,0.75,1.48,2.59,5.85,7.69,0.5,1.28,3.07,4.09,1.17,3.23
TGNA,TEGNA Inc,Communication Services,Broadcasting,16.91,2.69,5.05,6.3,0.87,2.43,1.21,0.79,5.8,5.93,1.94,1.65,2.91,2.75,0.62,8.96
APAM,Artisan Partners Asset Manageme,Financial Services,Asset Management,42.52,5.17,13.33,12.37,-0.86,1.86,11.4,3.49,10.21,13.34,3.4,3.11,1.01,2.9,1.85,11.21
YUMC,"Yum China Holdings, Inc.",Consumer Cyclical,Restaurants,58.85,0.89,22.38,16.3,0.74,1.3,3.68,6.64,16.75,14.35,2.45,2.33,1.32,4.66,0.54,1.42
WMG,Warner Music Group Corp.,Communication Services,Entertainment,29.84,2.14,26.41,18.19,3.83,3.43,61.15,11.61,18.45,11.84,3.28,2.45,4.13,4.23,1.58,3.69
ZWS,Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,28.0,1.0,26.42,24.55,3.6,2.64,3.07,3.69,23.52,20.9,3.82,3.3,2.63,2.2,1.1,3.42
FAF,First American Corporation (New,Financial Services,Insurance—Specialty,58.8,3.57,11.18,9.57,-1.81,1.23,1.28,1.33,11.74,9.96,0.88,2.6,4.08,2.69,1.26,2.02
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,187.28,1.13,31.9,15.71,2.84,0.89,7.26,3.64,21.91,15.3,4.28,2.25,3.2,4.5,1.03,0.73
HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,40.79,4.92,10.41,9.42,0.06,0.14,1.52,1.77,5.75,8.4,1.68,2.39,0.7,0.93,1.68,6.94
DTM,"DT Midstream, Inc.",Energy,Oil & Gas Midstream,52.08,5.34,13.46,10.28,3.59,1.35,1.25,5.9,13.35,8.52,9.27,3.75,5.48,3.58,0.83,3.65
ROP,"Roper Technologies, Inc.",Technology,Software—Application,482.63,0.57,27.45,20.59,3.07,17.8,3.15,5.7,25.09,20.89,10.14,5.68,2.96,2.75,1.02,0.76
DSX,Diana Shipping inc.,Industrials,Marine Shipping,3.74,20.22,7.63,5.57,1.48,-2.91,0.75,0.76,5.03,4.45,2.93,2.3,3.65,2.51,1.13,2.83
IVZ,Invesco Ltd,Financial Services,Asset Management,18.04,4.47,9.2,12.37,0.68,1.86,0.73,3.49,10.4,13.34,2.44,3.11,1.09,2.9,1.38,3.59
REVG,"REV Group, Inc.",Industrials,Farm & Heavy Construction Machinery,13.18,1.52,10.22,12.47,0.86,0.91,1.73,2.82,11.26,11.82,0.43,1.24,2.88,2.95,1.99,1.89
UFCS,"United Fire Group, Inc",Financial Services,Insurance—Property & Casualty,22.79,2.81,12.52,13.32,1.93,-6.63,0.76,2.28,-52.86,8.69,0.57,1.62,-4.62,-0.38,0.19,1.22
CASY,"Caseys General Stores, Inc.",Consumer Cyclical,Specialty Retail,254.51,0.67,20.09,13.67,2.14,1.12,3.56,5.31,11.48,9.72,0.71,0.92,1.91,2.75,0.82,2.98
ALL,Allstate Corporation (The),Financial Services,Insurance—Property & Casualty,105.79,3.52,8.33,13.32,-67.73,-6.63,1.79,2.28,-15.76,8.69,0.56,1.62,-4.51,-0.38,0.57,1.68
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,15.12,2.12,9.0,9.42,0.1,0.14,1.88,1.77,4.57,8.4,1.31,2.39,1.01,0.93,2.34,11.41
TNP,Tsakos Energy Navigation Ltd,Energy,Oil & Gas Midstream,17.52,3.43,1.77,10.28,0.19,1.35,0.31,5.9,3.29,8.52,1.64,3.75,3.2,3.58,0.11,0.47
LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,58.29,1.89,13.37,12.02,0.43,0.86,2.74,2.6,11.26,9.9,1.51,1.45,2.35,2.66,1.36,1.99
NUE,Nucor Corporation,Basic Materials,Steel,167.12,1.21,14.08,13.94,-1.28,0.19,2.21,1.55,4.38,5.95,1.14,0.71,0.66,1.56,1.62,2.95
NX,Quanex Building Products Corpor,Industrials,Building Products & Equipment,27.84,1.15,11.65,16.35,0.84,2.2,1.85,4.83,7.6,13.06,0.89,2.4,1.32,2.04,1.43,4.18
OFS,OFS Capital Corporation,Financial Services,Asset Management,10.23,13.35,8.32,12.37,1.03,1.86,0.76,3.49,11.57,13.34,8.65,3.11,8.42,2.9,1.8,0.17
XRAY,DENTSPLY SIRONA Inc.,Healthcare,Medical Instruments & Supplies,40.67,1.35,17.76,28.49,5.51,5.05,2.37,5.1,16.54,23.57,2.72,5.92,3.6,2.33,0.94,2.85
MED,MEDIFAST INC,Consumer Cyclical,Personal Services,94.16,6.93,10.6,21.38,0.58,1.66,5.94,8.14,4.7,16.48,0.6,3.82,0.13,2.8,1.26,22.05
MTDR,Matador Resources Company,Energy,Oil & Gas E&P,55.58,1.08,6.37,8.79,0.8,-0.58,2.04,2.99,3.27,3.81,2.5,2.6,0.54,0.65,3.56,8.43
DEI,"Douglas Emmett, Inc.",Real Estate,REIT—Office,14.12,5.38,74.32,-11.92,6.49,-16.06,0.99,0.8,14.59,14.28,8.72,7.38,8.66,8.54,0.99,18.17
CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,55.23,1.34,19.73,16.35,2.37,2.2,5.67,4.83,18.21,13.06,2.49,2.4,3.25,2.04,1.22,3.81
INVH,Invitation Homes Inc.,Real Estate,REIT—Residential,35.3,2.99,47.7,66.32,3.93,12.09,2.11,2.7,22.2,20.78,12.71,10.99,5.95,6.27,0.9,2.9
TXN,Texas Instruments Incorporated,Technology,Semiconductors,183.67,2.7,22.76,15.76,2.47,-0.32,10.94,9.08,16.1,28.89,8.58,8.82,0.97,1.66,1.01,1.6
RMR,The RMR Group Inc.,Real Estate,Real Estate Services,24.66,6.54,12.84,31.51,-12.51,-3.28,1.86,3.52,4.27,66.9,2.05,3.44,0.32,6.62,1.5,1.13
APD,"Air Products and Chemicals, Inc",Basic Materials,Specialty Chemicals,298.59,2.34,23.66,15.71,2.79,0.89,4.72,3.64,18.91,15.3,5.67,2.25,2.5,4.5,0.87,0.71
BEN,"Franklin Resources, Inc.",Financial Services,Asset Management,30.0,4.22,11.58,12.37,-2.97,1.86,1.27,3.49,7.68,13.34,2.06,3.11,1.84,2.9,1.29,6.64
WWD,"Woodward, Inc.",Industrials,Aerospace & Defense,120.25,0.73,27.84,21.23,1.54,3.57,3.58,3.47,25.86,16.41,3.08,2.75,2.87,2.87,1.46,1.54
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,166.25,1.45,15.1,21.59,3.11,2.58,6.14,6.9,13.11,15.36,1.39,0.97,4.41,2.49,0.28,1.8
MRK,"Merck & Company, Inc.",Healthcare,Drug Manufacturers—General,105.95,2.72,12.55,14.76,4.08,4.72,5.74,12.54,13.09,14.98,5.06,5.88,1.37,2.1,0.35,0.66
CCK,"Crown Holdings, Inc.",Consumer Cyclical,Packaging & Containers,90.94,1.07,12.44,12.57,2.2,0.67,5.34,4.07,10.88,9.66,1.43,1.43,4.53,3.59,1.09,6.13
CAL,"Caleres, Inc.",Consumer Cyclical,Footwear & Accessories,26.83,1.04,5.82,10.27,0.42,1.18,2.18,3.77,6.91,12.35,0.62,1.21,3.36,4.22,1.88,9.56
WY,Weyerhaeuser Company,Real Estate,REIT—Specialty,34.27,2.23,27.64,30.83,7.71,62.8,2.49,6.83,12.12,18.91,3.26,9.08,2.1,6.43,1.54,1.31
FMC,FMC Corporation,Basic Materials,Agricultural Inputs,95.63,2.44,11.98,12.72,2.84,-1.02,3.45,5.11,11.17,7.99,2.72,1.66,3.09,2.27,0.81,1.43
CNA,CNA Financial Corporation,Financial Services,Insurance—Property & Casualty,38.24,4.41,7.66,13.32,1.7,-6.63,1.2,2.28,9.07,8.69,0.94,1.62,2.21,-0.38,0.68,1.45
